sample_type repunit collection indiv L_24510 L_24510_1 L_30660 L_30660_1 L_6354 L_6354_1 L_8468 L_8468_1 L_519 L_519_1 L_725 L_725_1 L_31014 L_31014_1
mixture NA josh josh_488 001 001 NA NA 002 002 001 001 001 001 001 001 001 001
mixture NA josh josh_496 001 001 001 001 001 001 002 002 001 001 001 001 001 001
mixture NA josh josh_504 001 001 001 002 001 002 001 001 001 001 001 001 001 001
mixture NA josh josh_465 001 001 001 002 001 001 002 002 001 001 001 001 001 001
mixture NA josh josh_473 001 001 001 002 001 002 002 002 001 001 001 001 001 001
mixture NA josh josh_481 001 001 001 001 001 001 002 002 001 001 001 001 001 001
mixture NA josh josh_489 001 001 001 001 001 001 002 002 001 002 001 001 001 001
mixture NA josh josh_497 001 001 NA NA 001 001 002 002 001 001 001 001 002 002
mixture NA will will_185 001 001 001 001 001 001 002 002 001 001 001 001 001 001
mixture NA will will_201 001 001 001 001 001 001 001 002 001 002 001 001 001 001
mixture NA will will_241 001 001 001 001 001 002 002 002 001 001 001 001 001 001
mixture NA will will_249 001 001 001 001 001 002 001 002 001 001 001 001 001 002
mixture NA will will_257 001 001 001 002 001 001 002 002 001 001 001 001 001 001
mixture NA will will_186 001 001 001 001 001 002 002 002 001 001 001 001 001 001
mixture NA will will_202 001 001 001 001 001 001 002 002 001 001 001 001 001 001
mixture NA will will_242 001 001 001 001 001 002 002 002 001 001 001 001 001 001
mixture NA will will_250 001 001 001 001 001 001 002 002 001 001 001 001 001 001
mixture NA will will_258 001 001 001 001 001 002 001 002 001 001 001 001 001 001
mixture NA will will_187 001 001 001 001 001 001 001 002 001 001 001 001 001 001
mixture NA will will_195 001 001 001 001 001 001 002 002 001 001 001 001 001 002
mixture NA will will_203 001 001 001 001 001 002 001 002 001 001 001 001 001 001
mixture NA will will_211 001 001 001 002 001 002 001 002 001 001 001 001 001 001
mixture NA will will_243 001 001 001 002 002 002 002 002 001 001 001 001 001 001
mixture NA will will_251 001 001 001 001 001 002 002 002 001 001 001 001 001 001
mixture NA will will_259 001 001 001 002 001 001 001 002 001 001 001 001 001 001
mixture NA will will_188 001 002 001 001 001 001 002 002 001 001 001 001 001 001
mixture NA will will_196 001 001 001 002 001 002 002 002 001 001 001 001 001 001
mixture NA will will_204 001 001 001 001 001 001 001 002 001 001 001 001 001 001
mixture NA will will_212 001 001 001 001 001 002 002 002 001 001 001 001 001 001
mixture NA will will_244 001 001 001 001 001 001 002 002 001 001 001 001 001 001
mixture NA will will_252 001 001 001 001 001 002 001 001 001 001 001 001 001 001
mixture NA will will_189 001 001 001 001 001 001 001 002 001 001 001 001 001 001
mixture NA will will_205 001 001 001 001 001 002 002 002 001 001 001 001 001 001
mixture NA will will_213 001 001 001 001 001 002 001 002 001 001 001 001 001 001
mixture NA will will_229 001 001 001 001 001 001 002 002 001 001 001 002 001 001
mixture NA will will_237 001 001 001 001 001 001 002 002 001 001 001 001 001 001
mixture NA will will_245 001 001 001 001 001 001 001 001 001 001 001 001 001 001
mixture NA will will_253 001 001 002 002 001 002 002 002 001 001 001 001 001 001
mixture NA will will_277 001 001 001 001 001 002 001 002 001 001 001 001 001 001
mixture NA will will_190 001 001 001 001 001 002 001 002 001 001 001 001 001 001
mixture NA will will_206 001 001 001 001 002 002 001 002 001 001 001 001 001 001
mixture NA will will_214 001 001 001 001 001 001 002 002 001 001 001 001 001 001
mixture NA will will_238 001 001 001 001 001 001 001 002 001 001 001 001 001 001
mixture NA will will_246 001 001 001 001 001 002 001 002 001 001 001 001 001 001
mixture NA will will_254 001 001 001 001 001 001 001 002 001 001 001 001 001 001
mixture NA will will_278 001 001 001 002 001 001 002 002 001 001 001 001 001 001
mixture NA will will_199 001 001 001 001 001 002 002 002 001 001 001 002 001 001
mixture NA will will_207 001 001 001 001 001 002 002 002 001 001 001 001 001 001
mixture NA will will_215 001 001 NA NA 001 002 001 001 001 001 001 001 001 001
mixture NA will will_239 001 001 001 001 001 001 002 002 001 001 001 001 001 001
mixture NA will will_255 001 001 001 001 002 002 001 002 001 001 001 001 001 001
mixture NA will will_279 001 001 001 001 002 002 001 002 001 001 001 001 001 001
mixture NA will will_200 001 001 001 001 001 002 002 002 001 001 001 001 001 001
mixture NA will will_208 001 001 001 001 001 001 001 002 001 002 001 001 001 001
mixture NA will will_240 001 001 001 001 001 002 002 002 001 002 001 001 001 001
mixture NA will will_248 001 001 001 001 001 001 001 002 001 002 001 001 001 002
mixture NA will will_256 001 001 001 001 002 002 002 002 001 001 001 001 001 001
mixture NA will will_280 001 001 001 002 001 002 002 002 001 001 001 001 001 001
mixture NA will will_281 001 001 001 001 001 001 001 002 001 001 001 001 001 001
mixture NA will will_289 001 001 001 002 001 002 002 002 001 001 001 001 001 001
mixture NA will will_297 001 001 001 001 001 001 002 002 001 001 001 001 001 001
mixture NA will will_305 001 001 001 001 001 001 001 002 001 001 001 001 001 001
mixture NA josh josh_521 001 001 001 001 001 002 002 002 001 001 001 001 001 001
mixture NA josh josh_529 001 001 001 001 001 001 001 002 001 001 001 001 001 001
mixture NA josh josh_537 001 001 001 001 001 002 002 002 001 001 001 001 001 001
mixture NA josh josh_545 001 001 001 001 001 002 001 002 001 001 001 001 001 001
mixture NA josh josh_553 001 001 001 001 001 001 002 002 001 001 001 002 001 001
mixture NA josh josh_561 001 001 001 001 001 001 002 002 001 001 001 001 001 001
mixture NA josh josh_569 001 001 001 002 002 002 001 002 001 001 001 001 001 001
mixture NA will will_282 001 001 001 001 001 001 002 002 001 001 001 001 001 002
mixture NA will will_290 001 001 001 002 001 002 002 002 001 001 001 001 001 001
mixture NA will will_298 001 001 001 001 001 002 001 002 001 001 001 002 001 001
mixture NA will will_306 001 001 NA NA 002 002 001 001 001 001 001 001 001 001
mixture NA josh josh_522 001 001 001 001 001 002 001 002 001 001 001 001 001 001
mixture NA josh josh_530 001 001 001 001 002 002 002 002 001 001 001 001 001 001
mixture NA josh josh_538 001 001 001 001 002 002 001 002 001 001 001 002 001 001
mixture NA josh josh_546 001 001 001 002 001 002 001 002 001 001 001 001 001 001
mixture NA josh josh_554 001 001 001 001 002 002 002 002 001 001 001 001 001 002
mixture NA josh josh_562 001 001 001 001 001 001 001 002 001 001 001 001 001 001
mixture NA will will_283 001 001 001 002 001 001 001 002 001 001 001 001 001 001
mixture NA will will_291 001 001 001 002 001 001 001 002 001 001 001 001 001 001
mixture NA will will_299 001 001 001 001 001 001 002 002 001 001 001 001 001 001
mixture NA josh josh_523 001 001 001 001 001 001 001 002 001 001 001 001 001 001
mixture NA josh josh_531 001 001 001 001 001 001 002 002 001 001 001 002 001 001
mixture NA josh josh_539 001 001 001 001 001 002 002 002 001 001 001 001 001 001
mixture NA josh josh_547 001 001 001 001 001 002 001 002 001 001 001 001 001 001
mixture NA josh josh_555 001 001 001 001 001 002 001 001 001 001 001 001 001 001
mixture NA josh josh_571 001 001 001 001 001 002 001 002 001 001 001 001 001 001
mixture NA will will_284 001 001 001 001 001 002 001 001 001 001 001 002 001 001
mixture NA will will_292 001 001 001 001 001 002 002 002 001 001 001 001 001 001
mixture NA will will_300 001 001 001 001 001 001 001 002 001 001 001 001 001 001
mixture NA will will_308 001 001 001 001 001 002 002 002 001 001 001 001 001 001
mixture NA josh josh_516 001 001 001 001 001 002 002 002 001 001 001 001 001 001
mixture NA josh josh_524 001 001 001 001 001 002 002 002 001 001 001 001 001 001
mixture NA josh josh_532 001 001 001 001 001 001 001 002 001 001 001 002 001 001
mixture NA josh josh_540 001 001 001 001 001 002 002 002 001 001 001 001 001 001
mixture NA josh josh_556 001 001 001 001 001 002 002 002 001 001 001 001 001 001
mixture NA josh josh_564 001 001 001 001 001 001 001 002 001 001 001 001 001 001
mixture NA josh josh_572 001 001 001 001 002 002 002 002 001 001 001 002 001 001
mixture NA will will_285 001 001 001 001 001 002 001 002 001 001 001 001 001 001
mixture NA will will_293 001 002 001 002 001 002 001 001 001 001 002 002 002 002
mixture NA will will_301 001 001 001 001 001 002 001 002 001 001 001 001 001 001
mixture NA will will_309 001 001 001 001 001 001 001 002 001 001 001 001 001 001
mixture NA josh josh_517 001 001 001 001 001 001 001 002 001 001 001 002 001 001
mixture NA josh josh_533 001 001 001 001 001 001 001 002 001 001 001 001 001 001
mixture NA josh josh_541 001 001 001 001 001 002 001 002 001 002 001 002 001 001
mixture NA josh josh_557 001 001 NA NA 001 001 001 002 001 001 001 001 001 001
mixture NA josh josh_565 001 001 001 001 001 002 002 002 001 001 001 001 001 001
mixture NA josh josh_573 001 001 001 001 001 001 002 002 001 001 001 001 001 001
mixture NA will will_286 001 001 001 001 001 001 001 002 001 001 001 001 001 001
mixture NA will will_294 001 001 001 001 002 002 001 002 001 001 001 001 001 001
mixture NA will will_302 001 001 001 001 001 001 001 002 002 002 001 001 001 001
mixture NA will will_310 001 001 001 002 001 001 002 002 001 001 001 001 001 001
mixture NA josh josh_518 001 001 001 002 001 002 002 002 001 001 001 001 001 001
mixture NA josh josh_534 001 001 001 001 001 002 001 002 001 001 001 001 001 001
mixture NA josh josh_542 001 001 001 001 001 002 001 002 001 001 001 002 001 001
mixture NA josh josh_550 001 001 001 001 002 002 002 002 001 001 001 001 001 002
mixture NA josh josh_558 001 001 NA NA 002 002 001 002 001 002 001 001 001 002
mixture NA josh josh_574 001 001 001 002 002 002 002 002 001 001 001 001 001 001
mixture NA will will_287 001 002 002 002 001 001 002 002 001 001 001 001 001 001
mixture NA will will_295 001 002 001 001 001 002 001 002 001 001 001 001 001 001
mixture NA josh josh_519 001 001 001 001 001 001 002 002 001 001 001 001 001 001
mixture NA josh josh_527 001 001 001 001 NA NA 001 001 001 001 001 001 001 001
mixture NA josh josh_535 001 001 001 001 001 001 001 002 001 001 001 001 001 001
mixture NA josh josh_543 001 001 001 001 001 001 001 002 001 001 001 001 001 001
mixture NA josh josh_551 001 001 001 001 001 001 001 002 001 001 001 001 001 001
mixture NA josh josh_559 001 001 001 001 001 001 001 001 001 001 001 001 001 001
mixture NA josh josh_567 001 001 001 001 002 002 002 002 001 001 001 001 001 001
mixture NA josh josh_575 001 001 001 001 001 002 001 002 001 001 001 001 001 001
mixture NA will will_288 001 001 001 001 001 001 001 002 001 001 001 001 001 001
mixture NA will will_296 001 001 001 001 001 002 001 002 001 001 001 001 001 001
mixture NA josh josh_520 001 001 001 001 001 001 002 002 001 001 001 001 001 002
mixture NA josh josh_528 001 001 001 001 001 002 001 002 001 001 001 002 001 001
mixture NA josh josh_536 001 001 001 001 001 001 002 002 001 001 001 001 001 001
mixture NA josh josh_544 001 001 NA NA 001 001 001 002 001 002 001 002 001 001
mixture NA josh josh_552 001 001 001 001 001 001 002 002 001 001 001 001 001 001
mixture NA josh josh_560 001 001 001 001 001 001 002 002 001 001 001 001 001 001
mixture NA josh josh_568 001 001 001 001 001 001 002 002 001 001 001 001 001 001
mixture NA josh josh_576 001 001 001 001 001 001 001 001 001 001 001 001 001 002
